user_id,user_session_id,event_timestamp,app,time_seconds
02fd5305cce536a1940aea0818ba7a3d,6690452e89aa62cdfa818d1f469aaf37,2015-03-22 00:08:12,build,67
955ef0ba3e7de00197f2ab6828cb4d05,af2d613e4e5695fd4d8610a0086de760,2015-03-22 20:56:29,build,277
955ef0ba3e7de00197f2ab6828cb4d05,af2d613e4e5695fd4d8610a0086de760,2015-03-22 21:15:33,build,779
3768b95029f051316727e5413362dcff,7af8b316d551662e89ef0afbedd06be8,2015-03-22 02:17:00,build,145
3768b95029f051316727e5413362dcff,7af8b316d551662e89ef0afbedd06be8,2015-03-22 03:26:03,draw,319
cd22d79a9c109705d82d5bc3257790f8,a9273b8e8132c4b7daca620a9bc20027,2015-03-21 20:53:36,build,831
cd22d79a9c109705d82d5bc3257790f8,a9273b8e8132c4b7daca620a9bc20027,2015-03-21 21:34:29,draw,420
67f7416e4a5aa9de263dde894d73713d,f20aab531b9763bdc94573f7278135f8,2015-03-22 14:05:52,build,37
3768b95029f051316727e5413362dcff,74616f5bac125ce299fa63b70cc70a45,2015-03-23 01:08:53,build,518
4f0d76a7ea77bc9c52ccdaedef43cc13,8c392b6c5bb5e5f97bdd46483b643b5f,2015-03-22 15:40:58,build,3600
4f0d76a7ea77bc9c52ccdaedef43cc13,8c392b6c5bb5e5f97bdd46483b643b5f,2015-03-22 19:03:14,build,3168
02fd5305cce536a1940aea0818ba7a3d,5cb03f7ed0fb6fb7eafe155308b55121,2015-03-24 00:29:00,build,385
02fd5305cce536a1940aea0818ba7a3d,5cb03f7ed0fb6fb7eafe155308b55121,2015-03-24 00:33:20,build,125
3768b95029f051316727e5413362dcff,c717a9953cdd0edb2df6db1aa7491632,2015-03-23 22:51:53,build,20
edab7f3b2e05a70070636dae281fb9de,6da39ff818a2aca9536e50043c289f69,2015-03-24 15:53:40,build,607
633f6230669592f63909882e3a791de4,c7513a8315252c84f437b6c7566ffdcb,2015-03-25 07:13:56,build,108
de6f7fa515ff7447fdae12fdd8529252,77daa92ea464b85fe9148779de996b0e,2015-03-22 12:24:14,build,1300
99324419165587fdbf9130a7d2239c48,737581f2484764faf58122fb5360bc88,2015-03-25 16:03:20,build,2227
99324419165587fdbf9130a7d2239c48,737581f2484764faf58122fb5360bc88,2015-03-26 11:36:11,draw,1151
7a2caffb9c9d3497e45c3f9d6e29f1a6,f46eb8d316ac82063f8f3181f5317900,2015-03-28 08:15:34,build,170
7a2caffb9c9d3497e45c3f9d6e29f1a6,f46eb8d316ac82063f8f3181f5317900,2015-03-28 08:18:38,build,387
7a2caffb9c9d3497e45c3f9d6e29f1a6,5f62ee84c9655ca2f1d29934c5a99dfd,2015-03-28 09:41:10,build,15
7a2caffb9c9d3497e45c3f9d6e29f1a6,5f62ee84c9655ca2f1d29934c5a99dfd,2015-03-28 09:41:39,build,104
ee1fb2f3b4c5d65304ceecdab597858d,74c28d6f8474715ee2f3423937d3e179,2015-03-28 12:37:54,build,180
ee1fb2f3b4c5d65304ceecdab597858d,74c28d6f8474715ee2f3423937d3e179,2015-03-28 12:42:37,build,524
ee1fb2f3b4c5d65304ceecdab597858d,74c28d6f8474715ee2f3423937d3e179,2015-03-28 12:51:43,build,498
ee1fb2f3b4c5d65304ceecdab597858d,74c28d6f8474715ee2f3423937d3e179,2015-03-28 13:00:16,build,2269
36be1701bfa0bf6f310fd7ddd75f04fa,0120f8d5052eb676662bc84e7d9e545e,2015-03-28 13:48:21,build,1801
6dce2edd9e3304e41661db508b06ffcc,090c0eb8c1a1422378575d2c9095ba6b,2015-03-28 15:22:18,draw,322
1e63b2d027065a2247220cf038befb5a,292a7f6ee1063bd4df7e759e796a75f0,2015-03-29 11:58:54,build,286
a30a4a8bcfd96bb5e3993ef28abec1e3,7256417d5f7be3b4a18f5efeb0c486c5,2015-03-29 02:19:25,draw,213
a30a4a8bcfd96bb5e3993ef28abec1e3,7256417d5f7be3b4a18f5efeb0c486c5,2015-03-29 02:23:16,build,597
6dce2edd9e3304e41661db508b06ffcc,55165aa7a8640131d5a278e649f0358c,2015-03-29 13:03:53,build,304
a30a4a8bcfd96bb5e3993ef28abec1e3,b33253e98d085fa27d4403bb0a174f42,2015-03-29 13:52:47,build,134
a30a4a8bcfd96bb5e3993ef28abec1e3,b33253e98d085fa27d4403bb0a174f42,2015-03-29 13:59:50,build,511
a30a4a8bcfd96bb5e3993ef28abec1e3,9391d7004fdd3ec1d30e8c8b3cbef0bc,2015-03-29 18:41:42,build,190
64bb829bd95df21739f8c54b1a4cd3f0,2cf1aa8b62ee22093bf141649071263e,2015-03-29 19:07:39,build,1818
da97b7cc31ca068fb440a7ab00512016,5f2e28d1abf5bcfadd16d20da000d57d,2015-03-25 01:41:08,draw,340
64bb829bd95df21739f8c54b1a4cd3f0,b7ab128a841896bbee585cd99addfc6d,2015-03-29 19:41:12,build,3543
4b3a306051f5d053b3f1b84d87c14a10,00ab5a9d45b6b2adc4c7838bb7b00fbf,2015-03-28 10:50:46,build,246
4b3a306051f5d053b3f1b84d87c14a10,be25a7328d8a8a491142c11434df1fb5,2015-03-28 11:36:36,draw,176
4b3a306051f5d053b3f1b84d87c14a10,ad1d1c97e21154dc2709973ad986d7cd,2015-03-30 07:37:50,draw,135
64dd33397fded8e1c718b9965dab55bd,c861d44ba0ccce35c8bb96e1157bf59b,2015-03-30 09:02:45,build,853
64dd33397fded8e1c718b9965dab55bd,c861d44ba0ccce35c8bb96e1157bf59b,2015-03-30 09:34:03,draw,22
64dd33397fded8e1c718b9965dab55bd,c861d44ba0ccce35c8bb96e1157bf59b,2015-03-30 09:58:27,build,2632
a30a4a8bcfd96bb5e3993ef28abec1e3,41777ef8b0a384156ed9d4fe1951c50d,2015-03-29 19:00:15,build,665
a30a4a8bcfd96bb5e3993ef28abec1e3,ae30c2d85990869e92b2193df6fb359a,2015-03-31 01:34:09,build,188
64dd33397fded8e1c718b9965dab55bd,a7271be07101c06e1c955cb4efc20ae7,2015-03-30 13:44:13,build,1707
64dd33397fded8e1c718b9965dab55bd,a7271be07101c06e1c955cb4efc20ae7,2015-03-30 14:16:35,draw,82
730c9060624859f7e43c2123ab25e8be,69540c1bbafcf05be3062481ff2f4061,2015-03-31 16:18:49,build,1125
730c9060624859f7e43c2123ab25e8be,a7eebbd49027dd3428b114e9effa3cbe,2015-03-31 18:05:50,build,1112
730c9060624859f7e43c2123ab25e8be,a7eebbd49027dd3428b114e9effa3cbe,2015-03-31 18:24:57,build,185
730c9060624859f7e43c2123ab25e8be,a7eebbd49027dd3428b114e9effa3cbe,2015-03-31 18:28:17,build,429
730c9060624859f7e43c2123ab25e8be,30dd34dc1b0d12fe54acfc0c5c5f26f2,2015-04-01 07:20:24,build,190
a049898c4a7c66590259a68dc5a62450,64245ef41443ff7e915d7f3cf58961b7,2015-03-24 03:13:48,build,517
a049898c4a7c66590259a68dc5a62450,64245ef41443ff7e915d7f3cf58961b7,2015-03-24 03:22:37,build,622
a049898c4a7c66590259a68dc5a62450,64245ef41443ff7e915d7f3cf58961b7,2015-03-24 03:41:46,build,167
a049898c4a7c66590259a68dc5a62450,64245ef41443ff7e915d7f3cf58961b7,2015-03-24 03:33:13,build,501
a049898c4a7c66590259a68dc5a62450,64245ef41443ff7e915d7f3cf58961b7,2015-03-24 03:50:22,draw,58
730c9060624859f7e43c2123ab25e8be,71cd1556bc6bad4e9116ccde6271256d,2015-04-01 17:16:09,build,673
48eac09a99a2265ee6389b02050ef8c7,470a05b9d6901929bf30e1deeb95a2fd,2015-03-28 14:57:14,build,748
48eac09a99a2265ee6389b02050ef8c7,470a05b9d6901929bf30e1deeb95a2fd,2015-03-28 14:54:33,draw,1150
db98774a08aff8d5d38b7a7535668c98,3bbe4825bc9321ada3c97fc804eacfae,2015-04-01 15:47:10,draw,32
db98774a08aff8d5d38b7a7535668c98,3bbe4825bc9321ada3c97fc804eacfae,2015-04-01 15:48:54,build,1069
4b3a306051f5d053b3f1b84d87c14a10,9e6cd57bb05f71dc7394e70fb89546bc,2015-04-02 14:51:02,build,537
7a2caffb9c9d3497e45c3f9d6e29f1a6,f567f34316e20dbe0fa10838b65fbade,2015-04-02 16:34:15,draw,102
62871e7760f4312216bb821ab0f695ea,870a5bc5c1354170895406b9b10b992b,2015-04-03 17:44:55,build,1577
3b089612913224f0eee78fb739e9f10a,6d8bd3b08d1f9597ccb2fb6584aa8651,2015-04-03 20:11:08,draw,43
3b089612913224f0eee78fb739e9f10a,6d8bd3b08d1f9597ccb2fb6584aa8651,2015-04-03 20:20:02,build,180
3b089612913224f0eee78fb739e9f10a,6d8bd3b08d1f9597ccb2fb6584aa8651,2015-04-03 20:23:16,build,1083
f3e6cb358cc192d8ef2262704aa831e4,d087322d133be240606956dbeeba6451,2015-04-03 03:55:56,draw,5123
f3e6cb358cc192d8ef2262704aa831e4,1d69dda690034e29db02e332119e95d2,2015-04-05 04:23:46,draw,543
f3e6cb358cc192d8ef2262704aa831e4,4a9d92ce73cbb57d9f9a0ec5ce1503b5,2015-04-05 04:36:41,draw,99
f3e6cb358cc192d8ef2262704aa831e4,33e02e47381296add3396faa27a5a0c5,2015-04-05 04:41:49,draw,2924
15c8d90d3487e18eafaf5a5f99570a5b,fa45f27a1fc606f0d17c634154bad30a,2015-03-22 14:26:52,build,174
6f31b875d03c2d9da577c19e832876b0,ab5370991ab2ed904b070524ef5d63a4,2015-04-05 22:38:31,draw,174
6f31b875d03c2d9da577c19e832876b0,ab5370991ab2ed904b070524ef5d63a4,2015-04-05 22:41:36,build,897
6f31b875d03c2d9da577c19e832876b0,ab5370991ab2ed904b070524ef5d63a4,2015-04-05 23:01:13,draw,179
4e7f8b6139f646e6c0d35af826052420,24a6a97cffe8ece0433d8d952d36cbff,2015-04-05 19:44:43,draw,175
364fd53220317867719d7783acec9bf3,632602ee0b4831b2aa6d96f51647f030,2015-04-03 00:57:57,build,761
310ebf5d74c6b2a830b905dcccbc17f2,eb0d127a9b573a8f7bcd9b9912cb88f4,2015-03-31 10:57:08,build,136
4de1643c0512d68a996645cf36bc7419,f859d7f9d5a09e2596f42154a7e6a6f2,2015-04-05 17:41:14,build,140
4de1643c0512d68a996645cf36bc7419,f859d7f9d5a09e2596f42154a7e6a6f2,2015-04-05 17:44:05,draw,73
38ec6f9c4ca2d87d4e592243dc739b72,a3fab93d18ab86543a39281cd6e9c6bc,2015-04-05 00:30:57,build,2722
38ec6f9c4ca2d87d4e592243dc739b72,a3fab93d18ab86543a39281cd6e9c6bc,2015-04-05 01:18:53,draw,2072
d508892ea878b5176e27140541dc9b06,51eb35eacc57b3781e2452859afae8ac,2015-04-08 13:53:22,build,285
878fb8d33bd3a91e8e1c7102b682c476,b9c5a658ef1da19325bdda2b4c9218c0,2015-04-06 01:34:27,build,1669
bbf392109f0dd39fc15373676e375499,2db871a0e464525ce426214917a85ddd,2015-04-07 18:03:01,build,90
7f80f5ab9f95216b081a2187815deead,d97c63671a2014ff7421f8e2485ffb00,2015-04-09 01:19:34,build,192
7f80f5ab9f95216b081a2187815deead,d97c63671a2014ff7421f8e2485ffb00,2015-04-09 01:23:02,build,298
46965910102d0b0ae060ba3020e40de2,79eb0b6d09305d57379ee4342537ac8e,2015-03-31 12:21:30,build,1090
91d4b924668ec2e50681c8b4c2a74c6f,c390a915b85153f60cca9b420d7724bd,2015-04-05 14:48:20,draw,205
596b650d632aaedc312f7fd6e414d603,9d689c329b9864ddbfd9d1662ba04136,2015-03-31 18:41:25,build,34
